,start,end,latitude,longitude,MODISProduct,gmail,sitenickName,abovebelow,leftright,siteName,LINK
11,2015-01-01,2021-01-01,37.24,-120.88,MCD15A3H,landcovermodis@gmail.com,CAM2W,18,18,CA_Merced_23_WSW,https://modis.ornl.gov/subsetdata/20May2021_12:22:45_094324274L37.24L-120.88S73L73_MCD15A3H_CAM2W/statistics_Lai_500m.csv
12,2015-01-01,2021-01-01,40.65,-122.61,MCD15A3H,landcovermodis@gmail.com,CAR1W,18,18,CA_Redding_12_WNW,https://modis.ornl.gov/subsetdata/20May2021_12:22:50_600758644L40.65L-122.61S73L73_MCD15A3H_CAR1W/statistics_Lai_500m.csv
13,2015-01-01,2021-01-01,34.41,-119.88,MCD15A3H,landcovermodis@gmail.com,CASB1W,18,18,CA_Santa_Barbara_11_W,https://modis.ornl.gov/subsetdata/20May2021_12:22:52_870390324L34.41L-119.88S73L73_MCD15A3H_CASB1W/statistics_Lai_500m.csv
14,2015-01-01,2021-01-01,36.6,-117.14,MCD15A3H,landcovermodis@gmail.com,CASW1S,18,18,CA_Stovepipe_Wells_1_SW,https://modis.ornl.gov/subsetdata/20May2021_12:22:55_003328664L36.6L-117.14S73L73_MCD15A3H_CASW1S/statistics_Lai_500m.csv
15,2015-01-01,2021-01-01,37.76,-119.82,MCD15A3H,landcovermodis@gmail.com,CAYV1W,18,18,CA_Yosemite_Village_12_W,https://modis.ornl.gov/subsetdata/20May2021_12:22:57_238883995L37.76L-119.82S73L73_MCD15A3H_CAYV1W/statistics_Lai_500m.csv
16,2015-01-01,2021-01-01,40.04,-105.54,MCD15A3H,landcovermodis@gmail.com,COB1W,18,18,CO_Boulder_14_W,https://modis.ornl.gov/subsetdata/20May2021_12:23:01_841440477L40.04L-105.54S73L73_MCD15A3H_COB1W/statistics_Lai_500m.csv
17,2015-01-01,2021-01-01,37.26,-108.5,MCD15A3H,landcovermodis@gmail.com,COC8S,18,18,CO_Cortez_8_SE,https://modis.ornl.gov/subsetdata/20May2021_12:23:06_289706885L37.26L-108.5S73L73_MCD15A3H_COC8S/statistics_Lai_500m.csv
18,2015-01-01,2021-01-01,40.24,-108.97,MCD15A3H,landcovermodis@gmail.com,COD2E,18,18,CO_Dinosaur_2_E,https://modis.ornl.gov/subsetdata/20May2021_12:23:08_548130979L40.24L-108.97S73L73_MCD15A3H_COD2E/statistics_Lai_500m.csv
19,2015-01-01,2021-01-01,37.86,-103.82,MCD15A3H,landcovermodis@gmail.com,COLJ1W,18,18,CO_La_Junta_17_WSW,https://modis.ornl.gov/subsetdata/20May2021_12:23:10_653469512L37.86L-103.82S73L73_MCD15A3H_COLJ1W/statistics_Lai_500m.csv
20,2015-01-01,2021-01-01,38.54,-107.69,MCD15A3H,landcovermodis@gmail.com,COM1E,18,18,CO_Montrose_11_ENE,https://modis.ornl.gov/subsetdata/20May2021_12:23:12_893481640L38.54L-107.69S73L73_MCD15A3H_COM1E/statistics_Lai_500m.csv
21,2015-01-01,2021-01-01,40.81,-104.76,MCD15A3H,landcovermodis@gmail.com,CON7N,18,18,CO_Nunn_7_NNE,https://modis.ornl.gov/subsetdata/20May2021_12:23:17_751726572L40.81L-104.76S73L73_MCD15A3H_CON7N/statistics_Lai_500m.csv
22,2015-01-01,2021-01-01,25.9,-81.32,MCD15A3H,landcovermodis@gmail.com,FLEC5N,18,18,FL_Everglades_City_5_NE,https://modis.ornl.gov/subsetdata/20May2021_12:23:22_603782493L25.9L-81.32S73L73_MCD15A3H_FLEC5N/statistics_Lai_500m.csv
23,2015-01-01,2021-01-01,27.15,-81.37,MCD15A3H,landcovermodis@gmail.com,FLS2S,18,18,FL_Sebring_23_SSE,https://modis.ornl.gov/subsetdata/20May2021_12:23:25_305538551L27.15L-81.37S73L73_MCD15A3H_FLS2S/statistics_Lai_500m.csv
24,2015-01-01,2021-01-01,28.62,-80.69,MCD15A3H,landcovermodis@gmail.com,FLT7E,18,18,FL_Titusville_7_E,https://modis.ornl.gov/subsetdata/20May2021_12:23:28_151017387L28.62L-80.69S73L73_MCD15A3H_FLT7E/statistics_Lai_500m.csv
25,2015-01-01,2021-01-01,30.81,-81.46,MCD15A3H,landcovermodis@gmail.com,GAB2S,18,18,GA_Brunswick_23_S,https://modis.ornl.gov/subsetdata/20May2021_12:23:33_562967834L30.81L-81.46S73L73_MCD15A3H_GAB2S/statistics_Lai_500m.csv
26,2015-01-01,2021-01-01,31.19,-84.45,MCD15A3H,landcovermodis@gmail.com,GAN1S,18,18,GA_Newton_11_SW,https://modis.ornl.gov/subsetdata/20May2021_12:23:36_411945656L31.19L-84.45S73L73_MCD15A3H_GAN1S/statistics_Lai_500m.csv
27,2015-01-01,2021-01-01,31.31,-84.47,MCD15A3H,landcovermodis@gmail.com,GAN8W,18,18,GA_Newton_8_W,https://modis.ornl.gov/subsetdata/20May2021_12:23:39_351991021L31.31L-84.47S73L73_MCD15A3H_GAN8W/statistics_Lai_500m.csv
28,2015-01-01,2021-01-01,33.78,-83.39,MCD15A3H,landcovermodis@gmail.com,GAW5S,18,18,GA_Watkinsville_5_SSE,https://modis.ornl.gov/subsetdata/20May2021_12:23:41_714523325L33.78L-83.39S73L73_MCD15A3H_GAW5S/statistics_Lai_500m.csv
29,2015-01-01,2021-01-01,41.56,-93.29,MCD15A3H,landcovermodis@gmail.com,IADM1E,18,18,IA_Des_Moines_17_E,https://modis.ornl.gov/subsetdata/20May2021_12:23:46_728548699L41.56L-93.29S73L73_MCD15A3H_IADM1E/statistics_Lai_500m.csv
30,2015-01-01,2021-01-01,43.46,-113.56,MCD15A3H,landcovermodis@gmail.com,IDA1S,18,18,ID_Arco_17_SW,https://modis.ornl.gov/subsetdata/20May2021_12:23:48_977874713L43.46L-113.56S73L73_MCD15A3H_IDA1S/statistics_Lai_500m.csv
31,2015-01-01,2021-01-01,43.2,-116.75,MCD15A3H,landcovermodis@gmail.com,IDM1W,18,18,ID_Murphy_10_W,https://modis.ornl.gov/subsetdata/20May2021_12:23:51_105851434L43.2L-116.75S73L73_MCD15A3H_IDM1W/statistics_Lai_500m.csv
32,2015-01-01,2021-01-01,40.05,-88.37,MCD15A3H,landcovermodis@gmail.com,ILC9S,18,18,IL_Champaign_9_SW,https://modis.ornl.gov/subsetdata/20May2021_12:23:53_275536827L40.05L-88.37S73L73_MCD15A3H_ILC9S/statistics_Lai_500m.csv
33,2015-01-01,2021-01-01,41.84,-88.85,MCD15A3H,landcovermodis@gmail.com,ILS5N,18,18,IL_Shabbona_5_NNE,https://modis.ornl.gov/subsetdata/20May2021_12:23:55_501829929L41.84L-88.85S73L73_MCD15A3H_ILS5N/statistics_Lai_500m.csv
34,2015-01-01,2021-01-01,38.89,-86.57,MCD15A3H,landcovermodis@gmail.com,INB5W,18,18,IN_Bedford_5_WNW,https://modis.ornl.gov/subsetdata/20May2021_12:23:57_627348032L38.89L-86.57S73L73_MCD15A3H_INB5W/statistics_Lai_500m.csv
35,2015-01-01,2021-01-01,39.1,-96.61,MCD15A3H,landcovermodis@gmail.com,KSM6S,18,18,KS_Manhattan_6_SSW,https://modis.ornl.gov/subsetdata/20May2021_12:23:59_753852202L39.1L-96.61S73L73_MCD15A3H_KSM6S/statistics_Lai_500m.csv
36,2015-01-01,2021-01-01,38.87,-100.96,MCD15A3H,landcovermodis@gmail.com,KSO1S,18,18,KS_Oakley_19_SSW,https://modis.ornl.gov/subsetdata/20May2021_12:24:02_102380387L38.87L-100.96S73L73_MCD15A3H_KSO1S/statistics_Lai_500m.csv
37,2015-01-01,2021-01-01,37.25,-86.23,MCD15A3H,landcovermodis@gmail.com,KYBG2N,18,18,KY_Bowling_Green_21_NNE,https://modis.ornl.gov/subsetdata/20May2021_12:24:04_580315011L37.25L-86.23S73L73_MCD15A3H_KYBG2N/statistics_Lai_500m.csv
38,2015-01-01,2021-01-01,38.09,-84.75,MCD15A3H,landcovermodis@gmail.com,KYV3N,18,18,KY_Versailles_3_NNW,https://modis.ornl.gov/subsetdata/20May2021_12:24:07_080369841L38.09L-84.75S73L73_MCD15A3H_KYV3N/statistics_Lai_500m.csv
39,2015-01-01,2021-01-01,30.09,-91.87,MCD15A3H,landcovermodis@gmail.com,LAL1S,18,18,LA_Lafayette_13_SE,https://modis.ornl.gov/subsetdata/20May2021_12:24:10_174602716L30.09L-91.87S73L73_MCD15A3H_LAL1S/statistics_Lai_500m.csv
40,2015-01-01,2021-01-01,32.88,-92.12,MCD15A3H,landcovermodis@gmail.com,LAM2N,18,18,LA_Monroe_26_N,https://modis.ornl.gov/subsetdata/20May2021_12:24:13_060027866L32.88L-92.12S73L73_MCD15A3H_LAM2N/statistics_Lai_500m.csv
41,2015-01-01,2021-01-01,46.96,-67.88,MCD15A3H,landcovermodis@gmail.com,MEL4N,18,18,ME_Limestone_4_NNW,https://modis.ornl.gov/subsetdata/20May2021_12:24:18_075209391L46.96L-67.88S73L73_MCD15A3H_MEL4N/statistics_Lai_500m.csv
42,2015-01-01,2021-01-01,44.93,-68.7,MCD15A3H,landcovermodis@gmail.com,MEOT2W,18,18,ME_Old_Town_2_W,https://modis.ornl.gov/subsetdata/20May2021_12:24:20_229129482L44.93L-68.7S73L73_MCD15A3H_MEOT2W/statistics_Lai_500m.csv
43,2015-01-01,2021-01-01,46.33,-86.92,MCD15A3H,landcovermodis@gmail.com,MIC1S,18,18,MI_Chatham_1_SE,https://modis.ornl.gov/subsetdata/20May2021_12:24:22_277311391L46.33L-86.92S73L73_MCD15A3H_MIC1S/statistics_Lai_500m.csv
44,2015-01-01,2021-01-01,44.91,-84.72,MCD15A3H,landcovermodis@gmail.com,MIG9S,18,18,MI_Gaylord_9_SSW,https://modis.ornl.gov/subsetdata/20May2021_12:24:24_416463260L44.91L-84.72S73L73_MCD15A3H_MIG9S/statistics_Lai_500m.csv
45,2015-01-01,2021-01-01,48.31,-95.87,MCD15A3H,landcovermodis@gmail.com,MNG1N,18,18,MN_Goodridge_12_NNW,https://modis.ornl.gov/subsetdata/20May2021_12:24:27_417735572L48.31L-95.87S73L73_MCD15A3H_MNG1N/statistics_Lai_500m.csv
46,2015-01-01,2021-01-01,46.11,-92.99,MCD15A3H,landcovermodis@gmail.com,MNS6W,18,18,MN_Sandstone_6_W,https://modis.ornl.gov/subsetdata/20May2021_12:24:29_599271660L46.11L-92.99S73L73_MCD15A3H_MNS6W/statistics_Lai_500m.csv
47,2015-01-01,2021-01-01,39.87,-93.15,MCD15A3H,landcovermodis@gmail.com,MOC2E,18,18,MO_Chillicothe_22_ENE,https://modis.ornl.gov/subsetdata/20May2021_12:24:31_716562137L39.87L-93.15S73L73_MCD15A3H_MOC2E/statistics_Lai_500m.csv
48,2015-01-01,2021-01-01,37.43,-94.58,MCD15A3H,landcovermodis@gmail.com,MOJ2N,18,18,MO_Joplin_24_N,https://modis.ornl.gov/subsetdata/20May2021_12:24:33_880539492L37.43L-94.58S73L73_MCD15A3H_MOJ2N/statistics_Lai_500m.csv
49,2015-01-01,2021-01-01,37.63,-91.72,MCD15A3H,landcovermodis@gmail.com,MOS1W,18,18,MO_Salem_10_W,https://modis.ornl.gov/subsetdata/20May2021_12:24:35_970723109L37.63L-91.72S73L73_MCD15A3H_MOS1W/statistics_Lai_500m.csv
50,2015-01-01,2021-01-01,34.82,-89.43,MCD15A3H,landcovermodis@gmail.com,MSHS4N,18,18,MS_Holly_Springs_4_N,https://modis.ornl.gov/subsetdata/20May2021_12:24:38_195013955L34.82L-89.43S73L73_MCD15A3H_MSHS4N/statistics_Lai_500m.csv
51,2015-01-01,2021-01-01,32.34,-89.07,MCD15A3H,landcovermodis@gmail.com,MSN5E,18,18,MS_Newton_5_ENE,https://modis.ornl.gov/subsetdata/20May2021_12:24:40_240837747L32.34L-89.07S73L73_MCD15A3H_MSN5E/statistics_Lai_500m.csv
52,2015-01-01,2021-01-01,45.16,-113.01,MCD15A3H,landcovermodis@gmail.com,MTD1W,18,18,MT_Dillon_18_WSW,https://modis.ornl.gov/subsetdata/20May2021_12:24:42_612868916L45.16L-113.01S73L73_MCD15A3H_MTD1W/statistics_Lai_500m.csv
53,2015-01-01,2021-01-01,46.88,-110.29,MCD15A3H,landcovermodis@gmail.com,MTL4W,18,18,MT_Lewistown_42_WSW,https://modis.ornl.gov/subsetdata/20May2021_12:24:44_998471710L46.88L-110.29S73L73_MCD15A3H_MTL4W/statistics_Lai_500m.csv
54,2015-01-01,2021-01-01,48.74,-113.43,MCD15A3H,landcovermodis@gmail.com,MTSM1S,18,18,MT_St._Mary_1_SSW,https://modis.ornl.gov/subsetdata/20May2021_12:24:46_987789079L48.74L-113.43S73L73_MCD15A3H_MTSM1S/statistics_Lai_500m.csv
55,2015-01-01,2021-01-01,48.31,-105.1,MCD15A3H,landcovermodis@gmail.com,MTWP2E,18,18,MT_Wolf_Point_29_ENE,https://modis.ornl.gov/subsetdata/20May2021_12:24:49_077389373L48.31L-105.1S73L73_MCD15A3H_MTWP2E/statistics_Lai_500m.csv
56,2015-01-01,2021-01-01,48.49,-105.21,MCD15A3H,landcovermodis@gmail.com,MTWP3N,18,18,MT_Wolf_Point_34_NE,https://modis.ornl.gov/subsetdata/20May2021_12:24:51_302435378L48.49L-105.21S73L73_MCD15A3H_MTWP3N/statistics_Lai_500m.csv
57,2015-01-01,2021-01-01,35.42,-82.56,MCD15A3H,landcovermodis@gmail.com,NCA1S,18,18,NC_Asheville_13_S,https://modis.ornl.gov/subsetdata/20May2021_12:24:54_150160588L35.42L-82.56S73L73_MCD15A3H_NCA1S/statistics_Lai_500m.csv
58,2015-01-01,2021-01-01,35.49,-82.61,MCD15A3H,landcovermodis@gmail.com,NCA8S,18,18,NC_Asheville_8_SSW,https://modis.ornl.gov/subsetdata/20May2021_12:24:56_761291012L35.49L-82.61S73L73_MCD15A3H_NCA8S/statistics_Lai_500m.csv
59,2015-01-01,2021-01-01,35.97,-79.09,MCD15A3H,libonaniup@gmail.com,NCD1W,18,18,NC_Durham_11_W,https://modis.ornl.gov/subsetdata/20May2021_12:24:58_717244833L35.97L-79.09S73L73_MCD15A3H_NCD1W/statistics_Lai_500m.csv
60,2015-01-01,2021-01-01,46.77,-99.48,MCD15A3H,libonaniup@gmail.com,NDJ3W,18,18,ND_Jamestown_38_WSW,https://modis.ornl.gov/subsetdata/20May2021_12:25:00_820821973L46.77L-99.48S73L73_MCD15A3H_NDJ3W/statistics_Lai_500m.csv
61,2015-01-01,2021-01-01,46.89,-103.38,MCD15A3H,libonaniup@gmail.com,NDM7E,18,18,ND_Medora_7_E,https://modis.ornl.gov/subsetdata/20May2021_12:25:03_071955198L46.89L-103.38S73L73_MCD15A3H_NDM7E/statistics_Lai_500m.csv
62,2015-01-01,2021-01-01,48.97,-102.17,MCD15A3H,libonaniup@gmail.com,NDN5E,18,18,ND_Northgate_5_ESE,https://modis.ornl.gov/subsetdata/20May2021_12:25:05_213208287L48.97L-102.17S73L73_MCD15A3H_NDN5E/statistics_Lai_500m.csv
63,2015-01-01,2021-01-01,42.42,-103.74,MCD15A3H,libonaniup@gmail.com,NEH2S,18,18,NE_Harrison_20_SSE,https://modis.ornl.gov/subsetdata/20May2021_12:25:07_370490702L42.42L-103.74S73L73_MCD15A3H_NEH2S/statistics_Lai_500m.csv
64,2015-01-01,2021-01-01,40.7,-96.85,MCD15A3H,libonaniup@gmail.com,NEL1S,18,18,NE_Lincoln_11_SW,https://modis.ornl.gov/subsetdata/20May2021_12:25:09_372347800L40.7L-96.85S73L73_MCD15A3H_NEL1S/statistics_Lai_500m.csv
65,2015-01-01,2021-01-01,40.85,-96.57,MCD15A3H,libonaniup@gmail.com,NEL8E,18,18,NE_Lincoln_8_ENE,https://modis.ornl.gov/subsetdata/20May2021_12:25:11_451829793L40.85L-96.57S73L73_MCD15A3H_NEL8E/statistics_Lai_500m.csv
66,2015-01-01,2021-01-01,42.07,-101.44,MCD15A3H,libonaniup@gmail.com,NEW5E,18,18,NE_Whitman_5_ENE,https://modis.ornl.gov/subsetdata/20May2021_12:25:13_998465546L42.07L-101.44S73L73_MCD15A3H_NEW5E/statistics_Lai_500m.csv
67,2015-01-01,2021-01-01,43.17,-70.93,MCD15A3H,libonaniup@gmail.com,NHD2N,18,18,NH_Durham_2_N,https://modis.ornl.gov/subsetdata/20May2021_12:25:18_785881101L43.17L-70.93S73L73_MCD15A3H_NHD2N/statistics_Lai_500m.csv
68,2015-01-01,2021-01-01,43.11,-70.95,MCD15A3H,libonaniup@gmail.com,NHD2S,18,18,NH_Durham_2_SSW,https://modis.ornl.gov/subsetdata/20May2021_12:25:20_934526187L43.11L-70.95S73L73_MCD15A3H_NHD2S/statistics_Lai_500m.csv
69,2015-01-01,2021-01-01,32.61,-106.74,MCD15A3H,libonaniup@gmail.com,NMLC2N,18,18,NM_Las_Cruces_20_N,https://modis.ornl.gov/subsetdata/20May2021_12:25:23_020142856L32.61L-106.74S73L73_MCD15A3H_NMLC2N/statistics_Lai_500m.csv
70,2015-01-01,2021-01-01,35.86,-106.52,MCD15A3H,libonaniup@gmail.com,NMLA1W,18,18,NM_Los_Alamos_13_W,https://modis.ornl.gov/subsetdata/20May2021_12:25:25_218165880L35.86L-106.52S73L73_MCD15A3H_NMLA1W/statistics_Lai_500m.csv
71,2015-01-01,2021-01-01,34.36,-106.89,MCD15A3H,libonaniup@gmail.com,NMS2N,18,18,NM_Socorro_20_N,https://modis.ornl.gov/subsetdata/20May2021_12:25:27_357632022L34.36L-106.89S73L73_MCD15A3H_NMS2N/statistics_Lai_500m.csv
72,2015-01-01,2021-01-01,39.01,-114.21,MCD15A3H,libonaniup@gmail.com,NVB5W,18,18,NV_Baker_5_W,https://modis.ornl.gov/subsetdata/20May2021_12:25:29_326290121L39.01L-114.21S73L73_MCD15A3H_NVB5W/statistics_Lai_500m.csv
73,2015-01-01,2021-01-01,41.85,-119.64,MCD15A3H,libonaniup@gmail.com,NVD5W,18,18,NV_Denio_52_WSW,https://modis.ornl.gov/subsetdata/20May2021_12:25:31_357190963L41.85L-119.64S73L73_MCD15A3H_NVD5W/statistics_Lai_500m.csv
74,2015-01-01,2021-01-01,36.62,-116.02,MCD15A3H,libonaniup@gmail.com,NVM3S,18,18,NV_Mercury_3_SSW,https://modis.ornl.gov/subsetdata/20May2021_12:25:33_473762385L36.62L-116.02S73L73_MCD15A3H_NVM3S/statistics_Lai_500m.csv
75,2015-01-01,2021-01-01,42.44,-76.25,MCD15A3H,libonaniup@gmail.com,NYI1E,18,18,NY_Ithaca_13_E,https://modis.ornl.gov/subsetdata/20May2021_12:25:35_634141797L42.44L-76.25S73L73_MCD15A3H_NYI1E/statistics_Lai_500m.csv
76,2015-01-01,2021-01-01,41.79,-73.74,MCD15A3H,libonaniup@gmail.com,NYM3W,18,18,NY_Millbrook_3_W,https://modis.ornl.gov/subsetdata/20May2021_12:25:37_913926564L41.79L-73.74S73L73_MCD15A3H_NYM3W/statistics_Lai_500m.csv
77,2015-01-01,2021-01-01,40.37,-81.78,MCD15A3H,libonaniup@gmail.com,OHC8N,18,18,OH_Coshocton_8_NNE,https://modis.ornl.gov/subsetdata/20May2021_12:25:40_239275780L40.37L-81.78S73L73_MCD15A3H_OHC8N/statistics_Lai_500m.csv
78,2015-01-01,2021-01-01,40.76,-81.91,MCD15A3H,libonaniup@gmail.com,OHW3S,18,18,OH_Wooster_3_SSE,https://modis.ornl.gov/subsetdata/20May2021_12:25:42_496189323L40.76L-81.91S73L73_MCD15A3H_OHW3S/statistics_Lai_500m.csv
79,2015-01-01,2021-01-01,36.6,-101.59,MCD15A3H,libonaniup@gmail.com,OKG2E,18,18,OK_Goodwell_2_E,https://modis.ornl.gov/subsetdata/20May2021_12:25:45_759000705L36.6L-101.59S73L73_MCD15A3H_OKG2E/statistics_Lai_500m.csv
80,2015-01-01,2021-01-01,36.57,-101.61,MCD15A3H,libonaniup@gmail.com,OKG2S,18,18,OK_Goodwell_2_SE,https://modis.ornl.gov/subsetdata/20May2021_12:25:47_950116636L36.57L-101.61S73L73_MCD15A3H_OKG2S/statistics_Lai_500m.csv
81,2015-01-01,2021-01-01,36.12,-97.09,MCD15A3H,libonaniup@gmail.com,OKS2W,18,18,OK_Stillwater_2_W,https://modis.ornl.gov/subsetdata/20May2021_12:25:50_734424688L36.12L-97.09S73L73_MCD15A3H_OKS2W/statistics_Lai_500m.csv
82,2015-01-01,2021-01-01,36.13,-97.11,MCD15A3H,libonaniup@gmail.com,OKS5W,18,18,OK_Stillwater_5_WNW,https://modis.ornl.gov/subsetdata/20May2021_12:25:52_906429630L36.13L-97.11S73L73_MCD15A3H_OKS5W/statistics_Lai_500m.csv
83,2015-01-01,2021-01-01,43.27,-124.32,MCD15A3H,libonaniup@gmail.com,ORCB8S,18,18,OR_Coos_Bay_8_SW,https://modis.ornl.gov/subsetdata/20May2021_12:25:55_058939737L43.27L-124.32S73L73_MCD15A3H_ORCB8S/statistics_Lai_500m.csv
84,2015-01-01,2021-01-01,44.42,-123.33,MCD15A3H,libonaniup@gmail.com,ORC1S,18,18,OR_Corvallis_10_SSW,https://modis.ornl.gov/subsetdata/20May2021_12:25:57_314439577L44.42L-123.33S73L73_MCD15A3H_ORC1S/statistics_Lai_500m.csv
85,2015-01-01,2021-01-01,44.56,-119.65,MCD15A3H,libonaniup@gmail.com,ORJD3W,18,18,OR_John_Day_35_WNW,https://modis.ornl.gov/subsetdata/20May2021_12:25:59_385420242L44.56L-119.65S73L73_MCD15A3H_ORJD3W/statistics_Lai_500m.csv
86,2015-01-01,2021-01-01,43.47,-119.69,MCD15A3H,libonaniup@gmail.com,ORR1W,18,18,OR_Riley_10_WSW,https://modis.ornl.gov/subsetdata/20May2021_12:26:01_647931826L43.47L-119.69S73L73_MCD15A3H_ORR1W/statistics_Lai_500m.csv
87,2015-01-01,2021-01-01,39.86,-75.79,MCD15A3H,libonaniup@gmail.com,PAA2N,18,18,PA_Avondale_2_N,https://modis.ornl.gov/subsetdata/20May2021_12:26:06_278019987L39.86L-75.79S73L73_MCD15A3H_PAA2N/statistics_Lai_500m.csv
88,2015-01-01,2021-01-01,41.49,-71.54,MCD15A3H,libonaniup@gmail.com,RIK1N,18,18,RI_Kingston_1_NW,https://modis.ornl.gov/subsetdata/20May2021_12:26:11_072459253L41.49L-71.54S73L73_MCD15A3H_RIK1N/statistics_Lai_500m.csv
89,2015-01-01,2021-01-01,41.48,-71.54,MCD15A3H,libonaniup@gmail.com,RIK1W,18,18,RI_Kingston_1_W,https://modis.ornl.gov/subsetdata/20May2021_12:26:13_899862511L41.48L-71.54S73L73_MCD15A3H_RIK1W/statistics_Lai_500m.csv
90,2015-01-01,2021-01-01,33.36,-81.33,MCD15A3H,libonaniup@gmail.com,SCB3W,18,18,SC_Blackville_3_W,https://modis.ornl.gov/subsetdata/20May2021_12:26:17_754955866L33.36L-81.33S73L73_MCD15A3H_SCB3W/statistics_Lai_500m.csv
91,2015-01-01,2021-01-01,33.15,-79.36,MCD15A3H,libonaniup@gmail.com,SCM7N,18,18,SC_McClellanville_7_NE,https://modis.ornl.gov/subsetdata/20May2021_12:26:20_218379878L33.15L-79.36S73L73_MCD15A3H_SCM7N/statistics_Lai_500m.csv
92,2015-01-01,2021-01-01,45.71,-99.13,MCD15A3H,libonaniup@gmail.com,SDA3W,18,18,SD_Aberdeen_35_WNW,https://modis.ornl.gov/subsetdata/20May2021_12:26:22_514135868L45.71L-99.13S73L73_MCD15A3H_SDA3W/statistics_Lai_500m.csv
93,2015-01-01,2021-01-01,45.52,-103.3,MCD15A3H,libonaniup@gmail.com,SDB1E,18,18,SD_Buffalo_13_ESE,https://modis.ornl.gov/subsetdata/20May2021_12:26:24_834151775L45.52L-103.3S73L73_MCD15A3H_SDB1E/statistics_Lai_500m.csv
94,2015-01-01,2021-01-01,44.02,-100.35,MCD15A3H,libonaniup@gmail.com,SDP2S,18,18,SD_Pierre_24_S,https://modis.ornl.gov/subsetdata/20May2021_12:26:27_300003914L44.02L-100.35S73L73_MCD15A3H_SDP2S/statistics_Lai_500m.csv
95,2015-01-01,2021-01-01,43.73,-96.62,MCD15A3H,libonaniup@gmail.com,SDSF1N,18,18,SD_Sioux_Falls_14_NNE,https://modis.ornl.gov/subsetdata/20May2021_12:26:29_758781268L43.73L-96.62S73L73_MCD15A3H_SDSF1N/statistics_Lai_500m.csv
